title,category,brand,price,stars,reviews,isBestSeller
Hasbro Toys Product,Toys,Hasbro,130.1,3.5,128,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,19.89,4.1,933,0
Armor All Automotive Product,Automotive,Armor All,14.87,4.1,377,1
H&M Clothing Product,Clothing,H&M,4.39,3.8,2007,0
Under Armour Sports Product,Sports,Under Armour,216.88,2.9,11,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,18.3,3.3,39,0
Adidas Sports Product,Sports,Adidas,70.33,5.0,12,0
Black+Decker Tools Product,Tools,Black+Decker,13.89,3.3,437,0
Black+Decker Tools Product,Tools,Black+Decker,22.31,4.5,1,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,14.9,4.4,759,0
Zara Clothing Product,Clothing,Zara,17.25,5.0,14,0
Armor All Automotive Product,Automotive,Armor All,18.82,4.9,215,0
Bose Electronics Product,Electronics,Bose,1.0,4.4,180022,0
Wiley Books Product,Books,Wiley,81.06,3.8,6,0
Kellogg's Food Product,Food,Kellogg's,23.84,4.3,58,0
Olay Beauty Product,Beauty,Olay,174.67,4.2,121,0
HarperCollins Books Product,Books,HarperCollins,9.99,3.2,98,0
Bosch Automotive Product,Automotive,Bosch,36.77,4.4,89,0
Norton Books Product,Books,Norton,264.07,5.0,23,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,12.88,3.6,3131,0
Norton Books Product,Books,Norton,27.53,3.7,178,0
Hasbro Toys Product,Toys,Hasbro,4.56,4.8,567,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,24.38,4.3,11,0
Random House Books Product,Books,Random House,1.0,4.2,69,0
Hasbro Toys Product,Toys,Hasbro,99.18,3.6,87,0
DeWalt Tools Product,Tools,DeWalt,70.98,4.0,64,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,7.86,4.4,99,0
Nike Sports Product,Sports,Nike,33.73,4.0,343,0
Bosch Automotive Product,Automotive,Bosch,369.22,3.6,892,0
Gap Clothing Product,Clothing,Gap,4.05,3.9,6,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,90.36,3.6,526,0
Sony Electronics Product,Electronics,Sony,39.35,5.0,20,1
LG Electronics Product,Electronics,LG,219.62,4.6,57,0
Wiley Books Product,Books,Wiley,537.25,3.7,602,0
LEGO Toys Product,Toys,LEGO,13.97,4.2,516,0
Olay Beauty Product,Beauty,Olay,9.93,4.8,17,0
DeWalt Tools Product,Tools,DeWalt,578.33,4.1,167,0
General Mills Food Product,Food,General Mills,353.86,4.4,1226,0
Random House Books Product,Books,Random House,13.93,4.3,1517,1
Reebok Sports Product,Sports,Reebok,38.63,3.8,100,0
Adidas Clothing Product,Clothing,Adidas,11.21,5.0,14,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,46.67,4.3,93,0
L'Oreal Beauty Product,Beauty,L'Oreal,12.3,3.9,104,0
CeraVe Beauty Product,Beauty,CeraVe,16.17,4.3,81,0
LG Electronics Product,Electronics,LG,3.54,4.7,1,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,33.38,4.3,166,0
Mattel Toys Product,Toys,Mattel,17.58,3.0,30,0
Armor All Automotive Product,Automotive,Armor All,39.59,4.1,93,0
Black+Decker Tools Product,Tools,Black+Decker,177.92,5.0,62,0
Hasbro Toys Product,Toys,Hasbro,21.08,4.4,551,0
Adidas Clothing Product,Clothing,Adidas,69.03,3.9,350,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,30.93,3.7,30,0
Anker Electronics Product,Electronics,Anker,63.86,4.1,96,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,23.01,4.5,2701,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,26.55,4.1,73,0
Rain-X Automotive Product,Automotive,Rain-X,37.42,4.4,874,0
Wiley Books Product,Books,Wiley,120.86,3.5,949,0
Hasbro Toys Product,Toys,Hasbro,103.69,4.7,25,0
Samsung Electronics Product,Electronics,Samsung,56.37,4.3,795,0
Neutrogena Beauty Product,Beauty,Neutrogena,70.13,4.1,102,0
Campbell's Food Product,Food,Campbell's,8.27,5.0,6,0
Wiley Books Product,Books,Wiley,304.87,3.6,45,0
LEGO Toys Product,Toys,LEGO,15.37,3.8,28,1
Neutrogena Beauty Product,Beauty,Neutrogena,46.75,4.8,29,0
DeWalt Tools Product,Tools,DeWalt,19.67,5.0,55,0
Anker Electronics Product,Electronics,Anker,15.42,4.6,403,0
Random House Books Product,Books,Random House,42.83,4.1,694,0
Neutrogena Beauty Product,Beauty,Neutrogena,26.83,4.1,77,0
Random House Books Product,Books,Random House,12.89,4.4,175,0
Mattel Toys Product,Toys,Mattel,84.3,3.5,38,0
Nestle Food Product,Food,Nestle,11.74,5.0,79,0
LG Electronics Product,Electronics,LG,19.95,4.2,218,0
Penguin Books Product,Books,Penguin,30.88,4.9,576,0
Anker Electronics Product,Electronics,Anker,218.54,3.3,5,0
Meguiar's Automotive Product,Automotive,Meguiar's,21.02,4.4,147,0
Nestle Food Product,Food,Nestle,357.97,4.7,23,0
Wilson Sports Product,Sports,Wilson,13.02,4.9,369,1
Nike Sports Product,Sports,Nike,10.12,4.6,626,0
Anker Electronics Product,Electronics,Anker,24.16,2.9,211,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,6.38,4.0,35,1
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,22.74,2.4,59,0
Makita Tools Product,Tools,Makita,178.24,3.5,249,0
Adidas Sports Product,Sports,Adidas,131.48,3.8,67,0
Anker Electronics Product,Electronics,Anker,67.2,3.6,43,1
Nike Sports Product,Sports,Nike,8.96,5.0,154,0
Maybelline Beauty Product,Beauty,Maybelline,51.54,3.1,551,0
Makita Tools Product,Tools,Makita,11.78,3.7,4012,0
Reebok Sports Product,Sports,Reebok,11.9,4.4,92,0
Black+Decker Tools Product,Tools,Black+Decker,19.1,4.2,2437,0
Under Armour Sports Product,Sports,Under Armour,19.65,4.0,75,0
Milwaukee Tools Product,Tools,Milwaukee,156.14,3.9,152,0
Fisher-Price Toys Product,Toys,Fisher-Price,52.95,3.7,307,0
Wiley Books Product,Books,Wiley,187.38,3.3,618,0
Nike Sports Product,Sports,Nike,35.82,5.0,176,0
Bosch Automotive Product,Automotive,Bosch,49.82,3.7,102,0
Random House Books Product,Books,Random House,65.89,3.5,936,0
Penguin Books Product,Books,Penguin,11.61,4.7,840,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,14.3,4.1,84,0
Armor All Automotive Product,Automotive,Armor All,22.63,4.3,51,0
Campbell's Food Product,Food,Campbell's,63.23,3.6,910,0
Samsung Electronics Product,Electronics,Samsung,20.88,3.7,146,0
Neutrogena Beauty Product,Beauty,Neutrogena,127.41,5.0,94,0
Meguiar's Automotive Product,Automotive,Meguiar's,19.09,4.5,0,0
Bosch Automotive Product,Automotive,Bosch,636.68,4.1,49,0
Norton Books Product,Books,Norton,1.5,3.9,15,0
Bose Electronics Product,Electronics,Bose,13.36,3.7,4,0
Armor All Automotive Product,Automotive,Armor All,56.05,4.2,7,0
General Mills Food Product,Food,General Mills,35.13,4.1,287,0
Random House Books Product,Books,Random House,152.88,3.5,7,0
Stanley Tools Product,Tools,Stanley,23.58,4.8,354,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,44.82,3.0,129,0
Nestle Food Product,Food,Nestle,301.28,4.7,31,0
Hasbro Toys Product,Toys,Hasbro,84.46,3.5,439,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,526.97,3.4,336,0
General Mills Food Product,Food,General Mills,42.22,3.6,44,0
Levi's Clothing Product,Clothing,Levi's,10.94,4.5,210,0
Armor All Automotive Product,Automotive,Armor All,9.32,4.7,182,0
Apple Electronics Product,Electronics,Apple,5.26,4.2,167,0
CeraVe Beauty Product,Beauty,CeraVe,26.13,4.0,1275,0
Maybelline Beauty Product,Beauty,Maybelline,35.97,4.9,30,0
Maybelline Beauty Product,Beauty,Maybelline,39.32,4.0,9,0
Adidas Sports Product,Sports,Adidas,28.64,4.9,13,0
Sony Electronics Product,Electronics,Sony,223.73,3.8,641,0
Fisher-Price Toys Product,Toys,Fisher-Price,268.59,4.6,2419,0
Penguin Books Product,Books,Penguin,29.35,3.0,537,0
Apple Electronics Product,Electronics,Apple,45.11,5.0,1131,0
Nestle Food Product,Food,Nestle,2.44,3.3,43,0
Samsung Electronics Product,Electronics,Samsung,102.04,3.6,6,0
Penguin Books Product,Books,Penguin,24.89,3.9,37,0
Reebok Sports Product,Sports,Reebok,178.17,4.0,1,0
Olay Beauty Product,Beauty,Olay,9.17,3.3,233,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,38.76,4.7,111,0
L'Oreal Beauty Product,Beauty,L'Oreal,25.57,5.0,34,0
Rain-X Automotive Product,Automotive,Rain-X,27.49,4.2,7,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,275.13,3.5,3,0
Kellogg's Food Product,Food,Kellogg's,30.65,3.9,186,0
Milwaukee Tools Product,Tools,Milwaukee,226.03,4.0,33,0
Zara Clothing Product,Clothing,Zara,47.33,4.7,263,0
LEGO Toys Product,Toys,LEGO,13.71,4.8,63,0
Fisher-Price Toys Product,Toys,Fisher-Price,4.69,4.0,286,0
Maybelline Beauty Product,Beauty,Maybelline,9.65,4.4,24,1
L'Oreal Beauty Product,Beauty,L'Oreal,35.73,4.0,77,0
Under Armour Sports Product,Sports,Under Armour,94.55,4.3,1,0
LEGO Toys Product,Toys,LEGO,30.4,3.3,11,0
Rain-X Automotive Product,Automotive,Rain-X,51.02,4.3,174,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,17.72,3.6,32,0
Maybelline Beauty Product,Beauty,Maybelline,45.52,3.8,51,0
General Mills Food Product,Food,General Mills,17.42,4.1,238,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,27.93,3.0,3349,0
Nike Sports Product,Sports,Nike,51.92,4.3,2094,0
Milwaukee Tools Product,Tools,Milwaukee,30.44,4.0,21,0
Wiley Books Product,Books,Wiley,17.87,4.7,7,0
Random House Books Product,Books,Random House,27.64,3.8,510,0
3M Automotive Product,Automotive,3M,47.23,4.3,47,0
Kraft Food Product,Food,Kraft,11.44,4.3,243,0
Under Armour Sports Product,Sports,Under Armour,355.15,4.5,2,0
Stanley Tools Product,Tools,Stanley,155.79,3.5,38,0
Wilson Sports Product,Sports,Wilson,6.94,3.4,210,0
Milwaukee Tools Product,Tools,Milwaukee,39.98,4.7,76,0
Meguiar's Automotive Product,Automotive,Meguiar's,2.97,4.5,43,0
Wilson Sports Product,Sports,Wilson,38.8,3.7,16,0
CeraVe Beauty Product,Beauty,CeraVe,141.31,4.4,499,0
Gap Clothing Product,Clothing,Gap,25.34,4.4,3858,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,4.23,4.7,174,0
Olay Beauty Product,Beauty,Olay,32.19,4.0,19,0
Apple Electronics Product,Electronics,Apple,6.54,4.0,170,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,21.34,4.3,15,0
3M Automotive Product,Automotive,3M,40.75,4.1,416,0
Under Armour Sports Product,Sports,Under Armour,38.78,4.5,194,0
Nike Sports Product,Sports,Nike,27.82,4.4,107,0
Hasbro Toys Product,Toys,Hasbro,94.87,3.5,2393,0
HarperCollins Books Product,Books,HarperCollins,10.74,3.9,1059,0
Nestle Food Product,Food,Nestle,20.53,3.5,1201,0
Sony Electronics Product,Electronics,Sony,45.07,4.1,86,1
Levi's Clothing Product,Clothing,Levi's,21.41,4.4,15,0
3M Automotive Product,Automotive,3M,20.71,5.0,490,0
Gap Clothing Product,Clothing,Gap,47.87,4.2,71,0
HarperCollins Books Product,Books,HarperCollins,22.9,5.0,2162,0
Zara Clothing Product,Clothing,Zara,77.78,4.4,83,0
Nestle Food Product,Food,Nestle,6.66,3.6,212,0
Random House Books Product,Books,Random House,5.15,4.8,34042,0
Neutrogena Beauty Product,Beauty,Neutrogena,52.16,3.8,47,0
Bosch Automotive Product,Automotive,Bosch,30.47,4.5,849,0
Adidas Sports Product,Sports,Adidas,49.9,3.4,141,0
General Mills Food Product,Food,General Mills,15.92,4.4,320,0
Adidas Clothing Product,Clothing,Adidas,9.76,3.7,503,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,40.57,3.7,204,0
Reebok Sports Product,Sports,Reebok,115.02,3.9,19,0
Bose Electronics Product,Electronics,Bose,26.59,4.8,65,0
Hasbro Toys Product,Toys,Hasbro,91.0,5.0,360,0
Armor All Automotive Product,Automotive,Armor All,134.06,4.0,47,0
Milwaukee Tools Product,Tools,Milwaukee,329.86,3.7,76,0
Wiley Books Product,Books,Wiley,21.4,4.5,11,0
Stanley Tools Product,Tools,Stanley,29.3,4.2,19,0
Hasbro Toys Product,Toys,Hasbro,11.29,4.5,224,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,51.36,4.9,85,0
Rain-X Automotive Product,Automotive,Rain-X,4.32,3.6,89,0
Campbell's Food Product,Food,Campbell's,20.97,4.4,70,0
Nike Clothing Product,Clothing,Nike,29.18,3.6,344,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,116.37,4.2,73,0
LEGO Toys Product,Toys,LEGO,98.15,1.9,236,1
Random House Books Product,Books,Random House,8.07,4.0,81,0
Olay Beauty Product,Beauty,Olay,56.0,4.7,2,0
HarperCollins Books Product,Books,HarperCollins,208.27,4.5,15,0
Samsung Electronics Product,Electronics,Samsung,118.46,4.0,1827,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,10.81,4.1,9,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,18.68,4.3,17,0
L'Oreal Beauty Product,Beauty,L'Oreal,65.67,4.8,221,0
Wiley Books Product,Books,Wiley,3.0,4.1,66,0
General Mills Food Product,Food,General Mills,22.75,3.7,208,0
Adidas Sports Product,Sports,Adidas,280.01,4.3,76,1
Adidas Clothing Product,Clothing,Adidas,72.99,4.3,315,0
Nestle Food Product,Food,Nestle,48.2,4.5,258,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,74.09,4.8,122,0
Bosch Automotive Product,Automotive,Bosch,66.89,4.6,47,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,124.71,4.0,4124,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,65.1,4.3,18,0
Gap Clothing Product,Clothing,Gap,43.72,4.3,642,0
Mattel Toys Product,Toys,Mattel,9.16,4.8,747,0
3M Automotive Product,Automotive,3M,29.75,5.0,69,0
HarperCollins Books Product,Books,HarperCollins,55.95,4.7,521,0
Bose Electronics Product,Electronics,Bose,112.56,4.2,1419,1
Maybelline Beauty Product,Beauty,Maybelline,25.1,4.2,723,0
Wiley Books Product,Books,Wiley,44.56,4.7,4159,0
Nike Sports Product,Sports,Nike,83.65,3.9,372968,0
Milwaukee Tools Product,Tools,Milwaukee,30.49,4.1,342,0
Zara Clothing Product,Clothing,Zara,5.8,3.1,26,0
Adidas Clothing Product,Clothing,Adidas,14.75,4.1,1426,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,31.08,4.6,7,0
Neutrogena Beauty Product,Beauty,Neutrogena,13.31,4.5,52,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,30.83,4.2,7972,0
Nike Clothing Product,Clothing,Nike,34.61,4.4,286,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,29.29,4.1,31,1
Random House Books Product,Books,Random House,19.65,3.4,10,0
Reebok Sports Product,Sports,Reebok,60.42,3.8,497,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,44.43,5.0,46,0
Neutrogena Beauty Product,Beauty,Neutrogena,238.52,3.7,1775,0
Norton Books Product,Books,Norton,166.91,4.7,54,0
Nike Clothing Product,Clothing,Nike,19.9,4.4,0,1
L'Oreal Beauty Product,Beauty,L'Oreal,130.62,4.3,430,0
L'Oreal Beauty Product,Beauty,L'Oreal,173.66,4.2,881,0
Stanley Tools Product,Tools,Stanley,14.78,4.4,183,0
L'Oreal Beauty Product,Beauty,L'Oreal,6.6,4.6,6,1
Sony Electronics Product,Electronics,Sony,13.31,3.8,22243,0
Reebok Sports Product,Sports,Reebok,128.98,4.3,312,0
DeWalt Tools Product,Tools,DeWalt,109.31,4.8,294,0
LG Electronics Product,Electronics,LG,4.54,5.0,260,0
LG Electronics Product,Electronics,LG,120.75,4.1,37,0
Campbell's Food Product,Food,Campbell's,8.0,4.0,75,0
Meguiar's Automotive Product,Automotive,Meguiar's,19.32,4.0,41,0
Bosch Automotive Product,Automotive,Bosch,78.08,3.7,58,0
Hasbro Toys Product,Toys,Hasbro,179.98,4.0,740,0
Nestle Food Product,Food,Nestle,26.2,5.0,500000,0
Campbell's Food Product,Food,Campbell's,26.1,4.3,26,1
Bose Electronics Product,Electronics,Bose,101.18,2.7,75,0
Gap Clothing Product,Clothing,Gap,68.79,4.0,1326,0
Wiley Books Product,Books,Wiley,175.94,3.0,615,0
Milwaukee Tools Product,Tools,Milwaukee,63.18,4.7,126,0
Armor All Automotive Product,Automotive,Armor All,182.86,5.0,22493,0
Adidas Sports Product,Sports,Adidas,127.3,4.5,3054,0
Apple Electronics Product,Electronics,Apple,31.92,4.9,35,0
CeraVe Beauty Product,Beauty,CeraVe,30.44,4.5,264,0
Armor All Automotive Product,Automotive,Armor All,33.03,3.6,67,0
H&M Clothing Product,Clothing,H&M,48.19,4.6,17,0
Campbell's Food Product,Food,Campbell's,12.74,5.0,353,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,26.37,3.7,1032,0
Adidas Sports Product,Sports,Adidas,36.81,3.8,41,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,78.12,4.0,0,1
3M Automotive Product,Automotive,3M,69.98,5.0,10,0
Reebok Sports Product,Sports,Reebok,316.24,4.3,1485,0
Anker Electronics Product,Electronics,Anker,18.04,4.8,48,0
Adidas Sports Product,Sports,Adidas,19.21,4.8,12,0
Norton Books Product,Books,Norton,10.24,3.8,169,0
Bosch Automotive Product,Automotive,Bosch,4.98,4.0,314,0
Stanley Tools Product,Tools,Stanley,24.9,4.9,89,1
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,65.21,4.8,22,0
Meguiar's Automotive Product,Automotive,Meguiar's,57.83,4.2,399,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,97.16,4.5,365,0
Maybelline Beauty Product,Beauty,Maybelline,26.89,4.4,277,0
Nike Sports Product,Sports,Nike,40.18,5.0,2579,0
Norton Books Product,Books,Norton,52.33,4.2,5461,0
Nestle Food Product,Food,Nestle,21.17,4.6,33,0
Nestle Food Product,Food,Nestle,27.3,3.8,193,0
Hasbro Toys Product,Toys,Hasbro,196.92,3.6,43,0
Bosch Automotive Product,Automotive,Bosch,30.49,4.1,588,0
Maybelline Beauty Product,Beauty,Maybelline,63.19,3.5,115,0
Gap Clothing Product,Clothing,Gap,25.7,3.7,16484,0
Adidas Sports Product,Sports,Adidas,102.82,4.2,405,0
LG Electronics Product,Electronics,LG,40.88,3.6,4386,0
Random House Books Product,Books,Random House,66.58,4.3,101,0
Penguin Books Product,Books,Penguin,5.43,3.9,124,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,326.57,3.8,4,0
Bose Electronics Product,Electronics,Bose,93.97,3.3,184,0
Makita Tools Product,Tools,Makita,7.95,4.5,27,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,9.89,5.0,46,0
3M Automotive Product,Automotive,3M,88.6,3.9,492,0
Adidas Sports Product,Sports,Adidas,32.28,4.2,397,0
L'Oreal Beauty Product,Beauty,L'Oreal,14.12,3.5,474,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,488.77,3.5,9450,0
H&M Clothing Product,Clothing,H&M,19.76,5.0,228,0
Nestle Food Product,Food,Nestle,143.41,3.8,222,0
Nike Clothing Product,Clothing,Nike,58.21,4.3,300,0
Sony Electronics Product,Electronics,Sony,26.06,4.2,1,0
LEGO Toys Product,Toys,LEGO,82.76,4.1,9,0
Bosch Automotive Product,Automotive,Bosch,43.31,3.0,573,0
Nestle Food Product,Food,Nestle,85.22,5.0,38,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,4.22,4.0,14,0
Bosch Automotive Product,Automotive,Bosch,148.83,4.9,4,0
L'Oreal Beauty Product,Beauty,L'Oreal,22.82,3.9,1484,0
Campbell's Food Product,Food,Campbell's,41.61,4.0,355,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,356.66,3.4,39,0
Anker Electronics Product,Electronics,Anker,18.19,3.1,675,0
Kraft Food Product,Food,Kraft,113.58,3.8,19,0
Bosch Automotive Product,Automotive,Bosch,3.7,4.8,39,0
Kraft Food Product,Food,Kraft,128.78,4.2,133,0
Nestle Food Product,Food,Nestle,23.16,3.8,10,0
Penguin Books Product,Books,Penguin,199.56,4.2,129,0
Samsung Electronics Product,Electronics,Samsung,20.45,4.8,38,0
Nike Sports Product,Sports,Nike,60.48,4.2,534,0
Apple Electronics Product,Electronics,Apple,27.28,4.1,7935,0
Samsung Electronics Product,Electronics,Samsung,41.74,5.0,636,0
Fisher-Price Toys Product,Toys,Fisher-Price,158.51,4.3,14784,0
Kraft Food Product,Food,Kraft,41.46,4.0,78,1
HarperCollins Books Product,Books,HarperCollins,97.42,5.0,25,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,56.15,4.9,3651,0
Random House Books Product,Books,Random House,20.55,3.4,53,0
Kellogg's Food Product,Food,Kellogg's,8.4,3.3,1441,0
Adidas Sports Product,Sports,Adidas,31.69,5.0,102,0
Under Armour Sports Product,Sports,Under Armour,4.03,4.8,241,0
Random House Books Product,Books,Random House,66.99,4.2,26,0
3M Automotive Product,Automotive,3M,14.74,2.9,1,0
Campbell's Food Product,Food,Campbell's,27.82,4.0,194,0
Wilson Sports Product,Sports,Wilson,37.48,4.2,1352,0
CeraVe Beauty Product,Beauty,CeraVe,191.18,4.2,22,0
Under Armour Sports Product,Sports,Under Armour,41.78,3.9,17,1
Black+Decker Tools Product,Tools,Black+Decker,100.25,4.4,43,0
Neutrogena Beauty Product,Beauty,Neutrogena,20.86,2.7,604,0
Kraft Food Product,Food,Kraft,136.3,3.3,6,0
Penguin Books Product,Books,Penguin,6.62,3.7,895,0
Zara Clothing Product,Clothing,Zara,7.75,4.3,2970,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,104.33,5.0,1,0
Stanley Tools Product,Tools,Stanley,50.6,3.2,111,1
LG Electronics Product,Electronics,LG,51.07,4.7,164,0
Samsung Electronics Product,Electronics,Samsung,16.21,4.4,82,0
Bosch Automotive Product,Automotive,Bosch,354.75,5.0,255,0
Norton Books Product,Books,Norton,18.08,3.9,192,0
Olay Beauty Product,Beauty,Olay,40.92,3.6,48,0
Penguin Books Product,Books,Penguin,183.54,4.4,76,0
Nike Sports Product,Sports,Nike,7.7,4.7,187,0
Apple Electronics Product,Electronics,Apple,52.84,4.8,29,0
Adidas Sports Product,Sports,Adidas,6.31,3.3,12674,0
Adidas Sports Product,Sports,Adidas,34.43,3.5,23,0
Black+Decker Tools Product,Tools,Black+Decker,145.13,4.4,5,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,27.32,5.0,185,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,26.81,3.3,99,0
Under Armour Sports Product,Sports,Under Armour,9.75,3.7,35,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,216.33,4.7,315,0
Penguin Books Product,Books,Penguin,8.77,5.0,34,0
3M Automotive Product,Automotive,3M,5.27,3.3,1,0
Gap Clothing Product,Clothing,Gap,15.38,4.1,37,0
H&M Clothing Product,Clothing,H&M,16.77,4.4,236,0
Stanley Tools Product,Tools,Stanley,128.79,4.5,145,0
Neutrogena Beauty Product,Beauty,Neutrogena,62.61,3.6,80,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,26.9,3.7,79,0
Under Armour Sports Product,Sports,Under Armour,8.02,2.7,21344,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,8.75,5.0,2,0
Olay Beauty Product,Beauty,Olay,7.85,4.5,30,0
Kraft Food Product,Food,Kraft,11.98,3.9,195,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,48.63,4.7,231,0
Mattel Toys Product,Toys,Mattel,43.32,3.7,315,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,20.21,3.8,288,0
Mattel Toys Product,Toys,Mattel,118.41,5.0,1335,0
Wiley Books Product,Books,Wiley,263.84,3.7,580,0
Campbell's Food Product,Food,Campbell's,68.03,5.0,134,0
Makita Tools Product,Tools,Makita,35.02,3.9,84,0
Nike Sports Product,Sports,Nike,120.14,4.0,1844,0
Under Armour Sports Product,Sports,Under Armour,35.58,4.3,1337,0
Nestle Food Product,Food,Nestle,16.76,5.0,173,0
Armor All Automotive Product,Automotive,Armor All,1.69,3.0,84,0
Armor All Automotive Product,Automotive,Armor All,93.82,4.3,1136,0
Gap Clothing Product,Clothing,Gap,11.38,3.6,1910,0
LEGO Toys Product,Toys,LEGO,172.82,4.7,1064,0
H&M Clothing Product,Clothing,H&M,9.16,3.7,74,0
Milwaukee Tools Product,Tools,Milwaukee,30.4,5.0,3,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,11.08,4.6,395,0
Olay Beauty Product,Beauty,Olay,16.52,5.0,312,0
Anker Electronics Product,Electronics,Anker,8.11,4.0,33,0
3M Automotive Product,Automotive,3M,7.91,4.0,52,0
Random House Books Product,Books,Random House,4.56,4.2,89,0
Olay Beauty Product,Beauty,Olay,14.37,5.0,70,0
Anker Electronics Product,Electronics,Anker,14.67,4.0,9,0
LEGO Toys Product,Toys,LEGO,27.72,4.0,474,0
Meguiar's Automotive Product,Automotive,Meguiar's,18.52,3.9,18,0
LEGO Toys Product,Toys,LEGO,42.96,4.6,26,0
Gap Clothing Product,Clothing,Gap,37.83,5.0,718,0
Milwaukee Tools Product,Tools,Milwaukee,31.69,3.5,45,0
Nestle Food Product,Food,Nestle,74.07,4.7,124,1
Mattel Toys Product,Toys,Mattel,11.7,4.1,2109,0
LG Electronics Product,Electronics,LG,24.26,4.3,179,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,46.1,4.5,2499,0
Penguin Books Product,Books,Penguin,3.95,4.6,35,0
Maybelline Beauty Product,Beauty,Maybelline,231.6,4.5,4223,0
Meguiar's Automotive Product,Automotive,Meguiar's,15.06,5.0,167,0
Rain-X Automotive Product,Automotive,Rain-X,23.37,4.2,20,0
Olay Beauty Product,Beauty,Olay,108.36,4.5,79,0
3M Automotive Product,Automotive,3M,11.39,3.9,235,0
Reebok Sports Product,Sports,Reebok,11.73,3.5,24,0
Sony Electronics Product,Electronics,Sony,135.11,4.4,69,0
HarperCollins Books Product,Books,HarperCollins,35.09,4.2,127,0
Reebok Sports Product,Sports,Reebok,216.7,3.7,341,0
Norton Books Product,Books,Norton,55.46,4.2,24,0
L'Oreal Beauty Product,Beauty,L'Oreal,69.32,3.7,49,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,20.09,3.3,122,0
Kraft Food Product,Food,Kraft,13.41,3.5,127,0
Meguiar's Automotive Product,Automotive,Meguiar's,4.64,4.6,7,1
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,31.91,4.3,32,0
L'Oreal Beauty Product,Beauty,L'Oreal,82.59,3.9,500000,0
Mattel Toys Product,Toys,Mattel,56.72,5.0,14,0
Gap Clothing Product,Clothing,Gap,8.34,5.0,176,0
Random House Books Product,Books,Random House,15.83,3.7,1008,0
Stanley Tools Product,Tools,Stanley,27.1,3.5,50,0
