world_rank,university_name,teaching,international,research,citations,industry_income,total_score,num_students,student_staff_ratio,international_students,female_male_ratio
1203,University #1203,12.9,39.3,22.3,10.0,31.9,13.3,2370,10.7,1%,59 : 53
1204,University #1204,10.0,12.0,14.4,13.4,32.3,10.0,8158,15.7,34%,57 : 60
1205,University #1205,10.0,5.0,10.0,10.0,44.0,10.0,12696,14.4,45%,50 : 48
1206,University #1206,10.4,60.7,18.2,11.7,38.7,10.0,6183,15.9,15%,35 : 55
1207,University #1207,10.0,66.5,19.8,20.8,49.1,10.0,42283,9.3,46%,46 : 55
1208,University #1208,12.2,67.8,10.0,12.8,52.7,11.3,12319,7.7,9%,49 : 35
1209,University #1209,10.1,5.0,10.0,10.6,82.2,10.0,27206,18.5,12%,35 : 46
1210,University #1210,10.0,67.4,11.1,10.0,28.3,10.0,17176,9.3,15%,46 : 47
1211,University #1211,10.0,8.2,10.0,10.0,62.1,10.0,23089,19.2,5%,43 : 61
1212,University #1212,10.0,30.5,14.2,10.0,68.6,10.0,43828,9.1,13%,33 : 33
1213,University #1213,11.0,75.1,11.2,10.0,54.6,10.4,11602,20.6,45%,58 : 28
1214,University #1214,12.0,5.0,12.5,14.8,58.2,10.0,46730,5.0,23%,30 : 39
1215,University #1215,12.7,5.0,10.2,11.4,10.0,10.0,8965,10.8,13%,57 : 49
1216,University #1216,10.0,28.4,10.0,12.6,81.3,11.6,20973,6.1,16%,53 : 50
1217,University #1217,10.0,53.4,10.0,11.8,48.3,10.4,16905,18.5,10%,53 : 67
1218,University #1218,11.8,46.6,10.0,15.7,35.4,10.1,2121,11.9,34%,45 : 56
1219,University #1219,10.0,5.0,10.0,17.0,47.0,11.0,4892,19.9,6%,49 : 60
1220,University #1220,11.3,55.8,13.3,10.0,59.4,10.0,30786,15.0,7%,61 : 44
1221,University #1221,11.7,54.3,10.0,10.0,45.4,10.0,47699,25.1,21%,44 : 46
1222,University #1222,10.0,56.2,10.6,11.1,52.1,10.0,19913,10.9,27%,50 : 41
1223,University #1223,10.2,17.9,10.0,12.3,88.7,10.0,11292,8.5,17%,52 : 58
1224,University #1224,11.0,25.5,10.0,10.0,43.3,10.0,8321,23.2,43%,32 : 40
1225,University #1225,11.7,47.1,14.6,16.9,68.6,10.0,4044,10.1,23%,33 : 33
1226,University #1226,10.0,33.4,16.5,15.1,48.8,10.0,7671,15.4,19%,75 : 42
1227,University #1227,10.0,81.0,11.3,10.0,38.2,10.0,49728,34.2,36%,59 : 80
1228,University #1228,10.0,48.4,12.8,12.6,36.9,10.0,1820,16.2,32%,53 : 65
1229,University #1229,12.3,5.0,10.0,10.0,75.9,10.0,14525,13.9,41%,31 : 42
1230,University #1230,10.0,61.6,10.0,12.0,69.7,10.0,3554,8.4,38%,51 : 44
1231,University #1231,11.1,6.0,10.0,10.6,84.0,10.6,9849,9.0,14%,57 : 42
1232,University #1232,10.4,51.4,10.0,10.0,61.4,10.0,9202,10.5,26%,41 : 39
1233,University #1233,10.0,55.5,17.7,10.0,41.5,11.9,2343,8.5,48%,52 : 64
1234,University #1234,11.4,68.0,15.6,11.4,37.9,10.0,3166,29.4,23%,53 : 48
1235,University #1235,10.0,50.8,11.6,10.0,48.2,10.0,25874,11.5,16%,64 : 63
1236,University #1236,12.1,25.2,10.0,10.0,23.3,10.0,38012,11.4,12%,48 : 67
1237,University #1237,11.3,76.5,10.1,17.0,33.3,10.0,11685,11.5,19%,56 : 56
1238,University #1238,16.4,39.0,10.0,10.0,10.0,10.0,12189,11.3,37%,59 : 33
1239,University #1239,12.1,52.4,12.3,11.1,31.3,10.0,40212,17.9,18%,43 : 60
1240,University #1240,10.2,30.8,10.0,13.4,78.4,10.0,12313,21.4,33%,52 : 44
1241,University #1241,10.0,47.7,10.0,11.4,10.0,10.0,1924,11.5,23%,47 : 52
1242,University #1242,10.0,38.4,10.0,12.1,60.8,10.0,13081,31.1,22%,54 : 55
1243,University #1243,11.4,54.1,13.2,10.0,60.6,10.0,5311,17.5,42%,47 : 40
1244,University #1244,10.0,40.2,10.0,15.9,47.8,10.0,43680,5.2,13%,48 : 56
1245,University #1245,12.7,58.3,14.4,13.7,69.8,10.0,11637,17.2,16%,37 : 68
1246,University #1246,10.0,26.7,16.3,10.0,24.6,10.0,2322,12.8,1%,41 : 62
1247,University #1247,10.8,10.4,11.7,10.0,63.1,10.6,6212,9.2,1%,53 : 51
1248,University #1248,11.6,55.7,10.0,14.1,39.4,10.0,9225,14.2,26%,49 : 30
1249,University #1249,13.7,5.0,10.0,13.0,90.7,10.0,22318,11.8,34%,56 : 39
1250,University #1250,15.6,16.8,16.0,11.3,19.0,10.0,50779,5.0,12%,41 : 65
1251,University #1251,10.0,55.1,10.0,11.5,44.6,10.0,21740,9.9,2%,43 : 40
1252,University #1252,12.7,15.7,11.7,10.0,35.9,10.0,5438,14.9,11%,36 : 56
1253,University #1253,10.0,79.7,10.0,10.0,53.1,10.0,26150,6.7,5%,66 : 46
1254,University #1254,10.0,51.4,14.8,11.7,23.5,11.2,13139,16.5,17%,54 : 64
1255,University #1255,12.5,62.7,10.0,14.8,100.0,10.0,52892,14.0,23%,37 : 51
1256,University #1256,10.0,34.5,10.0,10.0,44.3,10.0,5435,27.1,36%,34 : 63
1257,University #1257,12.3,5.0,10.0,12.9,42.7,10.0,24574,18.5,32%,51 : 49
1258,University #1258,10.0,43.7,10.0,13.4,68.0,10.0,16026,23.5,22%,48 : 48
1259,University #1259,10.0,39.6,10.0,12.1,39.4,10.0,3988,6.3,14%,35 : 50
1260,University #1260,10.0,49.7,16.6,12.0,76.6,10.0,3848,14.3,29%,52 : 47
1261,University #1261,12.4,49.8,13.9,10.7,64.5,10.0,8133,10.7,35%,48 : 60
1262,University #1262,10.0,29.5,14.0,10.0,30.4,10.0,4936,22.1,1%,46 : 50
1263,University #1263,10.0,5.0,13.4,10.0,43.8,10.0,22166,18.3,34%,44 : 53
1264,University #1264,11.2,50.2,14.4,12.3,51.4,10.0,30919,11.9,18%,48 : 20
1265,University #1265,10.0,42.1,10.7,10.0,57.4,10.0,6411,8.6,35%,56 : 44
1266,University #1266,12.0,62.2,11.5,16.8,60.2,10.0,50848,7.5,36%,53 : 26
1267,University #1267,10.0,60.3,10.0,10.2,76.6,10.0,3094,5.0,5%,52 : 41
1268,University #1268,10.6,44.7,10.0,10.0,24.5,10.0,8655,41.2,36%,46 : 31
1269,University #1269,16.5,74.0,11.6,13.4,70.3,10.0,4659,17.4,38%,53 : 52
1270,University #1270,14.0,40.9,10.0,10.1,54.1,10.0,25319,11.9,36%,76 : 54
1271,University #1271,10.9,43.1,10.0,13.6,67.5,10.0,7310,18.0,50%,46 : 42
1272,University #1272,10.0,38.7,13.0,10.0,24.5,10.0,2202,10.6,26%,30 : 34
1273,University #1273,11.9,19.4,17.0,10.0,44.1,10.0,7778,13.6,61%,52 : 47
1274,University #1274,10.0,34.7,10.0,10.0,78.7,10.0,23000,8.5,10%,47 : 47
1275,University #1275,10.0,27.4,10.5,10.0,65.5,10.0,16738,11.8,58%,56 : 55
1276,University #1276,10.0,59.0,10.0,11.2,51.3,10.0,8104,5.0,29%,54 : 44
1277,University #1277,10.0,62.2,10.9,10.9,41.4,10.0,17873,11.3,27%,50 : 74
1278,University #1278,10.0,29.6,10.0,10.0,76.4,10.0,10594,15.7,21%,50 : 66
1279,University #1279,10.0,30.5,15.8,13.2,10.0,10.0,19394,11.9,16%,50 : 59
1280,University #1280,12.1,94.1,10.0,10.0,51.6,10.0,11859,9.5,36%,52 : 53
1281,University #1281,10.0,13.1,10.0,19.2,75.4,10.0,27940,11.2,18%,64 : 52
1282,University #1282,10.0,6.2,10.0,10.0,54.6,10.0,8642,19.7,39%,44 : 36
1283,University #1283,10.0,69.0,10.0,10.0,55.8,10.0,48509,7.2,26%,41 : 51
1284,University #1284,10.0,45.5,10.0,14.8,54.5,10.0,24261,29.3,1%,44 : 54
1285,University #1285,10.0,62.2,10.0,17.8,28.7,10.3,14040,7.0,16%,45 : 62
1286,University #1286,10.0,33.9,10.0,10.0,41.8,12.1,46059,8.6,24%,46 : 49
1287,University #1287,10.0,37.0,10.0,10.4,13.5,10.0,8348,5.0,4%,43 : 31
1288,University #1288,14.4,37.2,10.0,10.0,71.7,10.6,25112,14.2,34%,38 : 50
1289,University #1289,10.0,46.5,15.0,12.7,33.5,10.0,7186,11.2,32%,47 : 48
1290,University #1290,10.7,94.6,10.0,16.7,54.0,10.0,41560,8.5,17%,43 : 50
1291,University #1291,15.4,19.2,10.0,18.1,61.6,10.0,17822,34.9,1%,35 : 41
1292,University #1292,13.5,100.0,10.0,14.5,58.9,10.0,18535,6.1,44%,60 : 59
1293,University #1293,10.0,43.9,10.0,11.2,57.7,10.0,25330,27.7,28%,39 : 52
1294,University #1294,11.0,43.6,10.0,10.0,52.0,10.0,23354,11.2,30%,41 : 35
1295,University #1295,15.1,41.0,10.0,13.1,51.2,10.0,1692,24.1,21%,48 : 41
1296,University #1296,10.0,55.6,10.0,10.0,37.5,10.0,10982,13.9,29%,32 : 51
1297,University #1297,10.0,18.2,11.4,12.3,31.1,10.0,12615,12.5,19%,40 : 50
1298,University #1298,12.7,49.2,10.9,12.8,60.4,10.0,19665,14.8,6%,37 : 58
1299,University #1299,10.0,55.7,10.0,10.0,42.7,10.0,52438,20.3,49%,42 : 49
1300,University #1300,13.2,41.2,10.0,10.0,60.0,10.0,15208,32.7,34%,52 : 54
1301,University #1301,10.9,16.9,10.6,10.0,54.5,10.0,44799,20.3,30%,53 : 64
1302,University #1302,10.8,51.9,10.0,16.6,56.4,10.0,12883,25.9,20%,54 : 50
1303,University #1303,10.0,68.0,12.5,11.7,28.7,10.0,5924,14.9,28%,39 : 49
1304,University #1304,11.8,45.6,10.0,13.9,18.7,10.0,4709,8.8,20%,46 : 63
1305,University #1305,10.0,68.1,13.5,15.9,52.6,10.0,19843,10.2,24%,53 : 51
1306,University #1306,12.6,53.7,10.0,10.0,27.9,10.0,20271,8.8,8%,59 : 66
1307,University #1307,10.0,41.1,12.3,10.0,40.3,10.0,24658,9.4,7%,59 : 52
1308,University #1308,10.0,43.6,14.7,22.3,44.1,10.0,5480,10.9,10%,55 : 45
1309,University #1309,10.0,47.2,10.0,10.0,72.5,10.0,7193,18.8,20%,57 : 53
1310,University #1310,10.0,40.8,10.0,10.7,79.8,10.0,795,7.2,39%,45 : 42
1311,University #1311,10.0,42.7,18.1,10.0,19.5,10.0,13825,17.8,12%,63 : 52
1312,University #1312,10.0,50.3,10.0,10.0,43.5,10.0,8060,9.8,22%,62 : 52
1313,University #1313,12.6,41.0,13.5,16.5,43.4,10.0,9317,13.3,37%,61 : 51
1314,University #1314,10.0,26.2,10.0,20.0,74.3,10.0,25255,9.5,8%,54 : 58
1315,University #1315,12.8,23.4,10.0,10.0,44.4,10.0,24756,17.9,12%,72 : 46
1316,University #1316,10.0,31.3,14.4,10.0,64.4,10.0,24766,10.6,71%,44 : 51
1317,University #1317,10.0,35.3,11.6,13.1,66.2,10.0,12783,13.5,32%,50 : 49
1318,University #1318,10.0,58.6,10.7,10.0,26.7,10.0,72000,8.8,19%,48 : 62
1319,University #1319,10.6,49.0,12.5,14.7,34.3,10.0,27682,11.6,36%,46 : 50
1320,University #1320,10.0,70.8,10.0,10.0,19.8,10.0,41683,8.2,16%,49 : 64
1321,University #1321,15.9,24.0,13.6,13.9,49.7,10.0,19871,5.9,45%,55 : 38
1322,University #1322,15.9,39.4,14.9,10.0,12.9,11.9,19970,32.2,47%,47 : 42
1323,University #1323,10.0,36.7,13.0,10.0,51.5,10.0,53863,8.1,11%,54 : 37
1324,University #1324,10.1,24.5,10.0,10.0,26.5,10.0,53924,9.4,20%,56 : 40
1325,University #1325,10.0,7.1,18.4,10.0,10.0,10.0,42888,16.7,32%,54 : 25
1326,University #1326,11.5,25.7,14.2,17.5,28.8,10.0,4541,6.5,33%,44 : 50
1327,University #1327,10.0,33.5,16.9,12.4,64.7,10.0,28463,8.7,35%,32 : 60
1328,University #1328,11.5,96.6,10.5,10.0,49.2,10.0,14304,10.2,1%,40 : 44
1329,University #1329,10.0,21.7,10.0,10.0,33.4,10.0,2833,24.3,23%,40 : 41
1330,University #1330,10.7,63.6,10.0,10.0,49.4,10.0,2961,15.8,14%,55 : 43
1331,University #1331,14.3,19.3,10.0,16.4,74.3,10.0,3559,5.0,20%,33 : 65
1332,University #1332,13.2,56.7,17.8,15.4,97.0,10.0,5832,18.5,16%,61 : 48
1333,University #1333,10.0,56.8,15.6,15.8,33.9,10.0,14116,14.4,31%,46 : 55
1334,University #1334,12.7,49.5,10.0,10.0,82.7,10.0,14593,12.8,40%,57 : 50
1335,University #1335,12.3,18.7,10.0,10.0,43.1,10.0,20479,8.1,7%,35 : 61
1336,University #1336,11.5,7.8,10.0,17.0,54.9,10.0,8284,5.3,3%,47 : 50
1337,University #1337,10.0,5.0,10.0,10.0,33.2,10.0,6259,7.1,4%,54 : 43
1338,University #1338,10.0,73.9,15.3,10.0,11.3,10.0,26951,67.8,22%,56 : 40
1339,University #1339,10.0,73.2,10.0,11.4,10.0,10.0,21574,13.8,25%,48 : 48
1340,University #1340,14.3,90.0,10.0,10.0,49.9,10.0,20122,10.2,9%,60 : 58
1341,University #1341,10.0,72.5,19.3,11.0,36.5,10.0,11527,10.7,19%,30 : 61
1342,University #1342,10.0,38.7,10.0,10.0,26.8,10.0,20796,6.2,6%,51 : 49
1343,University #1343,10.0,36.2,10.0,18.0,53.8,10.0,8577,31.3,53%,43 : 50
1344,University #1344,10.0,57.4,10.0,11.4,52.0,10.0,2098,10.9,42%,47 : 55
1345,University #1345,10.0,20.7,10.0,12.0,68.7,10.0,11604,12.9,31%,43 : 46
1346,University #1346,10.7,50.0,10.0,11.6,44.0,10.0,16167,19.3,21%,54 : 46
1347,University #1347,10.0,45.4,10.0,11.4,51.7,10.0,18610,14.8,33%,64 : 49
1348,University #1348,10.0,34.5,11.1,10.0,57.8,11.3,3726,9.0,40%,37 : 45
1349,University #1349,10.7,63.5,10.0,10.0,70.4,10.0,9662,11.8,32%,70 : 55
1350,University #1350,10.0,57.0,18.3,10.0,10.7,10.0,25481,10.7,2%,57 : 66
1351,University #1351,10.0,32.1,10.0,14.6,55.8,10.0,7944,11.8,20%,54 : 52
1352,University #1352,10.0,38.6,17.3,10.0,49.6,10.0,8318,24.5,6%,35 : 50
1353,University #1353,11.0,61.2,10.0,23.7,13.5,10.0,13512,9.6,24%,40 : 51
1354,University #1354,10.0,55.0,10.0,10.0,44.7,10.6,16983,14.3,43%,47 : 60
1355,University #1355,10.0,35.3,13.0,19.3,64.2,10.0,3279,15.7,19%,70 : 44
1356,University #1356,10.0,39.5,10.0,10.0,90.8,10.0,9591,9.9,36%,47 : 41
1357,University #1357,10.0,35.5,13.1,15.1,72.9,10.0,31568,8.2,15%,53 : 62
1358,University #1358,10.0,46.6,17.7,16.9,93.1,10.0,8068,49.5,22%,53 : 38
1359,University #1359,10.0,52.2,11.0,10.0,39.5,10.0,22851,18.6,16%,37 : 69
1360,University #1360,10.0,69.2,15.6,10.0,65.0,10.0,7796,21.0,29%,41 : 42
1361,University #1361,11.7,16.8,10.0,10.0,50.1,10.0,34156,13.0,16%,46 : 59
1362,University #1362,10.0,49.9,10.0,10.0,30.3,10.0,3583,19.2,27%,52 : 58
1363,University #1363,10.0,31.4,13.7,10.0,46.9,10.0,23425,19.7,19%,50 : 48
1364,University #1364,16.3,30.3,12.1,10.0,93.7,10.0,14992,10.4,35%,62 : 59
1365,University #1365,10.0,19.0,10.0,10.0,64.8,10.0,6951,8.2,35%,38 : 63
1366,University #1366,10.0,29.0,11.2,10.6,16.5,10.0,16563,5.0,36%,40 : 48
1367,University #1367,10.0,5.0,17.0,10.0,80.0,10.0,18907,9.7,16%,39 : 31
1368,University #1368,14.1,69.1,13.8,10.0,59.7,10.0,9478,17.7,37%,42 : 42
1369,University #1369,10.0,52.1,10.0,10.0,73.5,10.0,76626,14.5,29%,39 : 55
1370,University #1370,13.6,41.1,10.0,10.0,38.0,10.0,44446,15.6,20%,53 : 42
1371,University #1371,10.0,5.0,10.0,14.1,63.7,10.0,30590,11.1,20%,53 : 54
1372,University #1372,10.0,23.0,10.0,10.0,68.0,10.0,1763,9.1,44%,36 : 60
1373,University #1373,10.0,39.9,10.2,10.0,46.4,10.0,2233,19.7,50%,41 : 57
1374,University #1374,10.0,72.7,10.1,14.2,72.8,10.0,68779,15.7,39%,47 : 51
1375,University #1375,12.2,20.8,15.0,13.9,50.2,10.0,44474,42.7,31%,37 : 47
1376,University #1376,12.3,66.8,10.0,14.3,77.8,10.0,11338,22.0,16%,54 : 52
1377,University #1377,10.0,66.0,10.0,10.1,88.3,10.0,4901,9.4,13%,50 : 56
1378,University #1378,10.0,55.8,10.0,10.0,31.9,10.0,7861,12.6,44%,54 : 49
1379,University #1379,17.1,47.3,13.8,11.3,74.9,10.0,6368,24.0,9%,55 : 57
1380,University #1380,10.0,32.8,10.0,11.6,22.3,10.0,3293,5.0,33%,42 : 45
1381,University #1381,10.0,44.6,10.0,10.0,61.7,10.0,5096,9.8,49%,49 : 36
1382,University #1382,10.0,5.0,10.0,12.1,27.5,10.0,8489,27.2,17%,52 : 45
1383,University #1383,10.0,46.4,10.0,13.8,46.6,10.0,24759,9.6,60%,43 : 74
1384,University #1384,10.0,5.0,11.9,13.5,87.1,10.0,28128,8.8,26%,51 : 48
1385,University #1385,10.4,5.0,10.0,13.1,44.7,10.0,25752,13.4,8%,32 : 53
1386,University #1386,10.0,41.8,10.0,13.7,10.0,10.0,19328,6.3,48%,32 : 50
1387,University #1387,10.0,5.0,13.6,10.0,35.0,10.0,11367,12.1,54%,60 : 38
1388,University #1388,11.4,51.3,10.0,10.0,46.7,10.0,48025,5.9,57%,46 : 45
1389,University #1389,10.0,40.4,10.0,10.0,89.6,10.0,73256,32.7,36%,30 : 53
1390,University #1390,10.0,41.2,16.0,10.0,23.9,10.0,16135,9.7,18%,60 : 39
1391,University #1391,11.1,55.6,10.0,15.3,87.4,10.0,5821,5.6,13%,43 : 59
1392,University #1392,12.1,23.0,10.0,10.0,42.3,10.0,5236,5.5,35%,54 : 35
1393,University #1393,10.6,39.6,10.2,10.0,37.0,10.0,4004,13.4,22%,29 : 47
1394,University #1394,13.1,67.5,10.0,12.5,10.0,10.0,46137,18.2,34%,35 : 53
1395,University #1395,10.0,43.5,17.7,10.0,42.9,10.0,17304,10.9,32%,41 : 56
1396,University #1396,10.0,13.4,16.7,10.0,80.7,10.0,25804,8.2,21%,51 : 68
1397,University #1397,10.0,49.7,10.0,10.0,42.0,10.0,16390,6.8,31%,52 : 61
1398,University #1398,10.1,44.8,10.0,10.0,75.8,10.0,52047,5.6,23%,50 : 41
1399,University #1399,12.6,22.8,17.5,10.8,60.5,10.0,26706,9.2,1%,38 : 37
1400,University #1400,12.9,5.0,10.0,10.0,58.9,10.0,39918,34.6,13%,57 : 49
1401,University #1401,12.5,40.9,12.3,16.4,24.8,10.0,4755,26.4,42%,34 : 48
1402,University #1402,14.3,67.9,10.0,10.0,53.6,10.0,9801,15.2,31%,55 : 52
1403,University #1403,12.4,60.7,10.3,11.7,60.1,10.0,13367,13.4,1%,48 : 40
1404,University #1404,10.0,65.2,10.0,10.0,54.4,10.0,46081,17.1,1%,57 : 46
1405,University #1405,10.0,48.4,14.0,10.0,100.0,10.0,2247,14.1,25%,41 : 52
1406,University #1406,13.6,100.0,11.5,10.0,61.2,10.0,2510,13.2,40%,58 : 56
1407,University #1407,11.8,32.0,10.0,10.0,19.6,10.0,22680,13.8,1%,58 : 49
1408,University #1408,13.3,49.8,12.0,10.0,44.1,10.0,6873,9.2,1%,37 : 35
1409,University #1409,10.0,58.2,10.0,11.1,47.7,10.0,4829,7.9,35%,30 : 47
1410,University #1410,10.0,63.5,13.3,10.0,100.0,10.7,11683,17.2,16%,51 : 49
1411,University #1411,13.7,11.5,10.7,10.0,74.1,10.0,23139,7.2,26%,31 : 58
1412,University #1412,10.0,49.0,10.0,12.7,46.2,10.0,3950,16.7,25%,44 : 47
1413,University #1413,10.0,41.1,10.0,16.6,53.2,10.0,82208,5.0,22%,41 : 32
1414,University #1414,10.0,8.2,10.8,10.0,64.6,10.0,3686,15.1,23%,41 : 59
1415,University #1415,10.0,82.4,15.7,11.7,55.1,10.0,2326,39.8,37%,56 : 61
1416,University #1416,10.7,28.3,15.9,10.0,39.7,10.0,4730,14.7,22%,47 : 57
1417,University #1417,10.0,61.6,14.4,10.0,52.9,10.0,6545,26.8,42%,55 : 40
1418,University #1418,13.0,80.6,10.0,10.0,78.2,10.0,19063,13.8,3%,42 : 48
1419,University #1419,10.5,33.3,14.2,10.0,97.2,10.0,20559,14.9,12%,56 : 51
1420,University #1420,10.6,68.1,10.0,14.1,39.4,10.0,5863,13.7,45%,42 : 66
1421,University #1421,13.0,43.9,13.4,10.0,43.6,10.0,3796,11.0,20%,37 : 42
1422,University #1422,10.0,74.6,10.6,22.5,64.9,10.0,23463,11.8,13%,51 : 55
1423,University #1423,10.0,70.0,15.7,10.0,63.9,10.0,66796,28.5,22%,54 : 47
1424,University #1424,13.3,27.0,10.0,10.5,51.0,10.0,20629,20.7,7%,42 : 39
1425,University #1425,10.0,49.2,10.0,10.6,51.3,10.0,18147,16.1,26%,54 : 47
1426,University #1426,11.4,44.3,12.6,10.0,36.4,10.0,14106,11.6,27%,48 : 45
1427,University #1427,12.1,83.4,10.0,16.3,67.7,10.0,5311,13.1,25%,50 : 65
1428,University #1428,10.0,50.7,10.0,10.0,49.0,10.0,27153,20.6,41%,43 : 44
1429,University #1429,10.0,5.0,10.0,10.0,13.2,10.0,26778,11.7,18%,53 : 53
1430,University #1430,10.0,85.4,20.0,13.4,49.1,10.0,45917,23.4,15%,49 : 55
1431,University #1431,10.0,28.8,10.0,10.0,50.9,10.0,100000,20.0,1%,48 : 45
1432,University #1432,12.6,37.8,10.7,10.0,19.2,10.0,5010,11.2,10%,41 : 56
1433,University #1433,10.0,31.3,10.9,12.5,58.8,10.0,59247,10.3,40%,32 : 39
1434,University #1434,10.0,36.7,10.9,10.0,58.4,10.0,24341,19.6,29%,58 : 80
1435,University #1435,10.0,36.5,10.0,10.0,27.9,10.0,14594,7.5,28%,50 : 34
1436,University #1436,12.9,53.2,10.0,19.4,90.8,10.0,6812,21.1,27%,49 : 52
1437,University #1437,11.3,27.9,12.6,10.0,56.2,10.0,7624,9.0,33%,49 : 37
1438,University #1438,10.2,69.7,10.0,19.8,85.4,10.0,36306,6.3,29%,58 : 57
1439,University #1439,11.5,48.1,13.3,11.8,35.6,10.0,25477,12.7,34%,43 : 31
1440,University #1440,13.1,21.3,10.0,11.9,69.9,10.0,5963,5.0,42%,44 : 51
1441,University #1441,10.0,58.9,10.0,10.0,28.1,10.0,24154,5.7,57%,33 : 42
1442,University #1442,10.0,23.5,16.4,10.1,50.8,10.0,4814,14.7,49%,53 : 53
1443,University #1443,10.0,52.4,10.0,13.5,32.3,10.0,6828,16.6,18%,56 : 56
1444,University #1444,10.0,37.3,13.8,10.0,80.0,10.0,20257,28.4,54%,46 : 44
1445,University #1445,10.0,65.0,11.1,10.0,39.4,10.0,18139,7.1,32%,48 : 34
1446,University #1446,10.0,45.1,11.5,10.0,58.0,10.0,1890,7.5,19%,63 : 45
1447,University #1447,12.7,13.4,10.0,10.0,67.2,10.0,39241,14.8,9%,58 : 56
1448,University #1448,10.0,19.2,10.0,10.0,23.8,10.0,2281,5.0,49%,44 : 50
1449,University #1449,15.5,18.7,10.0,10.0,31.0,10.0,35464,13.7,11%,60 : 47
1450,University #1450,13.7,67.1,10.0,10.5,29.3,10.0,27700,14.4,11%,26 : 42
1451,University #1451,10.0,9.9,16.2,10.0,37.2,10.0,21476,5.0,30%,57 : 55
1452,University #1452,10.0,10.3,10.6,10.0,41.7,10.0,4998,11.6,21%,59 : 54
1453,University #1453,11.2,19.4,10.0,10.0,38.6,10.0,49825,6.4,8%,31 : 63
1454,University #1454,10.0,26.7,12.3,10.0,78.9,10.0,500,8.7,44%,55 : 79
1455,University #1455,10.0,16.0,11.5,14.4,64.8,10.0,6197,9.1,19%,56 : 53
1456,University #1456,12.8,40.8,10.0,10.0,34.0,10.0,2067,16.6,25%,33 : 46
1457,University #1457,10.0,10.6,10.0,10.0,54.8,10.0,12510,6.1,53%,33 : 48
1458,University #1458,11.6,69.3,21.7,13.9,39.4,10.0,8075,8.8,14%,66 : 59
1459,University #1459,10.0,48.9,10.0,10.0,72.6,10.0,33373,7.3,33%,42 : 54
1460,University #1460,10.6,30.1,10.0,10.0,28.9,10.0,12016,9.7,34%,52 : 47
1461,University #1461,10.0,8.5,10.0,10.0,27.9,10.0,24092,9.5,52%,59 : 63
1462,University #1462,10.0,57.7,10.0,23.8,41.2,10.0,5364,21.0,23%,35 : 42
1463,University #1463,10.0,75.3,10.0,10.0,56.0,10.0,8142,18.7,21%,58 : 47
1464,University #1464,10.0,25.2,17.5,10.0,10.0,10.0,2934,9.1,28%,52 : 54
1465,University #1465,10.0,18.9,10.0,21.6,38.4,10.0,62904,17.1,4%,40 : 53
1466,University #1466,10.7,6.2,10.0,10.1,46.1,10.0,18618,6.1,18%,59 : 52
1467,University #1467,10.0,30.6,12.7,11.1,21.9,10.0,87923,14.7,9%,45 : 61
1468,University #1468,12.3,34.3,10.4,10.0,51.0,10.0,53793,8.2,37%,45 : 56
1469,University #1469,10.0,67.0,18.5,17.8,40.3,10.0,5316,15.8,24%,57 : 30
1470,University #1470,11.5,54.0,10.0,16.9,43.8,10.0,42863,8.9,26%,61 : 49
1471,University #1471,10.0,5.0,15.5,15.4,56.4,10.0,100000,9.5,1%,39 : 63
1472,University #1472,13.3,48.7,10.0,15.9,47.3,10.0,5825,16.4,1%,46 : 52
1473,University #1473,10.0,35.8,13.3,10.0,63.9,10.0,2072,21.3,41%,66 : 55
1474,University #1474,17.3,5.0,15.1,16.2,35.0,10.0,32305,8.5,1%,51 : 57
1475,University #1475,10.0,39.1,10.0,16.0,77.4,10.0,93160,14.1,29%,56 : 44
1476,University #1476,15.4,21.4,13.8,14.5,36.9,10.0,10113,11.4,33%,38 : 52
1477,University #1477,10.6,86.3,10.0,10.0,51.2,10.0,35810,11.9,31%,70 : 49
1478,University #1478,10.0,68.4,18.1,13.1,10.0,10.0,1645,8.8,48%,50 : 45
1479,University #1479,12.1,33.4,14.5,11.1,20.2,10.0,8703,13.2,22%,45 : 36
1480,University #1480,10.0,73.6,10.0,10.0,41.4,10.0,4289,12.4,30%,47 : 28
1481,University #1481,12.2,23.1,10.0,10.0,22.0,10.0,7960,9.5,1%,54 : 51
1482,University #1482,10.0,38.2,10.8,11.4,33.1,10.0,13019,17.5,23%,42 : 30
1483,University #1483,10.0,21.6,10.0,10.0,62.2,10.0,5885,20.3,41%,48 : 62
1484,University #1484,11.9,80.9,12.9,10.0,42.9,10.0,12450,13.7,26%,59 : 56
1485,University #1485,10.0,46.1,16.3,10.0,43.4,10.0,7509,48.6,11%,51 : 40
1486,University #1486,10.0,23.7,10.0,13.6,52.7,10.0,14197,11.2,39%,46 : 49
1487,University #1487,10.0,36.6,10.0,10.3,35.6,10.0,37998,16.5,45%,50 : 32
1488,University #1488,10.0,39.8,11.2,18.2,51.8,10.0,14164,18.0,26%,61 : 27
1489,University #1489,16.4,22.2,10.4,10.0,95.7,10.0,24245,10.4,45%,50 : 69
1490,University #1490,11.3,11.1,14.8,11.7,24.5,10.0,17638,23.2,1%,51 : 61
1491,University #1491,10.0,41.8,16.2,10.0,46.7,10.0,2632,14.2,29%,51 : 46
1492,University #1492,10.0,36.3,10.0,10.0,36.3,10.0,5523,6.9,18%,45 : 52
